"date","boxscore","team","home_or_away","opponent","win_or_loss","runs","runs_allowed","innings","win_loss_record","rank","games_behind","win","loss","save","time","day_or_night","attendance","streak","originally_scheduled","year"
"Monday, May 20","boxscore","HOU","None","LAD","W","4","1","None","14-22","5","6","Jones","Gross","Osuna","2:38","N","9,058","+","None",1991
"Tuesday, May 21","boxscore","HOU","None","LAD","L","3","7","None","14-23","5","7","Ojeda","Corsi","None","2:56","N","9,053","-","None",1991
"Wednesday, May 22","boxscore","HOU","None","LAD","W","3","2","None","15-23","5","6","Deshaies","Morgan","Osuna","2:43","N","12,310","+","None",1991
"Thursday, May 23","boxscore","HOU","None","LAD","L","0","2","None","15-24","5","7","Belcher","Hernandez","Howell","2:59","N","9,386","-","None",1991
"Friday, May 24","boxscore","HOU","None","SDP","W-wo","1","0","None","16-24","5","7","Schilling","Benes","None","2:34","N","15,310","+","None",1991
"Saturday, May 25","boxscore","HOU","None","SDP","L","2","4","10","16-25","5","8","Rodriguez","Osuna","Lefferts","3:00","N","14,618","-","None",1991
"Sunday, May 26","boxscore","HOU","None","SDP","W","13","3","None","17-25","5","7","Portugal","Whitson","None","2:41","D","15,726","+","None",1991
"Monday, May 27","boxscore","HOU","@","LAD","L","1","4","None","17-26","5","8","Morgan","Deshaies","Howell","2:46","N","43,680","-","None",1991
"Tuesday, May 28","boxscore","HOU","@","LAD","L","2","8","None","17-27","5","9","Belcher","Hernandez","None","2:50","N","22,617","--","None",1991
"Wednesday, May 29","boxscore","HOU","@","LAD","W","8","2","None","18-27","5","8","Harnisch","Hershiser","Osuna","3:31","N","39,127","+","None",1991
"Thursday, May 30","boxscore","HOU","@","SDP","L","0","4","None","18-28","5","8","Rasmussen","Jones","None","2:32","D","13,066","-","None",1991
"Friday, May 31","boxscore","HOU","@","SDP","L","4","5","None","18-29","5","9","Melendez","Portugal","Lefferts","2:19","N","17,749","--","None",1991
"Saturday, Jun 1","boxscore","HOU","@","SDP","L","2","7","None","18-30","5","9","Hurst","Deshaies","None","2:26","N","54,517","---","None",1991
"Sunday, Jun 2","boxscore","HOU","@","SDP","L","1","3","None","18-31","5","10","Peterson","Hernandez","Lefferts","2:54","D","16,239","----","None",1991
"Tuesday, Jun 4","boxscore","HOU","None","MON","L","1","4","None","18-32","6","10","Gardner","Harnisch","Jones","2:45","N","8,442","-----","None",1991
"Wednesday, Jun 5","boxscore","HOU","None","MON","L","2","8","None","18-33","6","11","Martinez","Jones","None","3:03","N","7,027","------","None",1991
"Thursday, Jun 6","boxscore","HOU","None","MON","W-wo","9","8","None","19-33","6","11","Schilling","Jones","None","3:27","N","7,528","+","None",1991
"Friday, Jun 7","boxscore","HOU","None","NYM","L","3","6","None","19-34","6","12","Simons","Schilling","None","3:17","N","15,527","-","None",1991
"Saturday, Jun 8","boxscore","HOU","None","NYM","L","3","4","11","19-35","6","12","Pena","Capel","Franco","3:35","N","19,462","--","None",1991
"Sunday, Jun 9","boxscore","HOU","None","NYM","W","1","0","None","20-35","6","12","Harnisch","Cone","None","2:35","D","21,073","+","None",1991
"Monday, Jun 10","boxscore","HOU","None","NYM","W","6","4","None","21-35","6","12","Schilling","Franco","Capel","2:56","N","11,809","++","None",1991
"Tuesday, Jun 11","boxscore","HOU","None","PHI","W-wo","1","0","11","22-35","6","11.5","Osuna","McDowell","None","2:52","N","7,953","+++","None",1991
"Wednesday, Jun 12","boxscore","HOU","None","PHI","W-wo","3","2","None","23-35","5","10.5","Osuna","Boever","None","2:51","N","8,374","++++","None",1991
"Thursday, Jun 13","boxscore","HOU","None","PHI","L","4","5","None","23-36","5","11.5","de Jesus","Kile","Williams","2:54","D","14,362","-","None",1991
"Friday, Jun 14","boxscore","HOU","@","NYM","W","4","1","None","24-36","5","11.5","Capel","Franco","Clancy","3:12","N","35,497","+","None",1991
"Saturday, Jun 15","boxscore","HOU","@","NYM","L","0","6","None","24-37","6","11.5","Gooden","Jones","None","2:12","N","41,709","-","None",1991
"Sunday, Jun 16","boxscore","HOU","@","NYM","W","5","4","None","25-37","5","11.5","Portugal","Viola","Osuna","3:16","D","37,550","+","None",1991
"Monday, Jun 17","boxscore","HOU","@","MON","L-wo","2","3","16","25-38","5","12.5","Fassero","Schilling","None","4:35","N","10,523","-","None",1991
"Tuesday, Jun 18","boxscore","HOU","@","MON","L-wo","2","3","12","25-39","5","13.5","Sampen","Corsi","None","3:30","N","11,971","--","None",1991
"Wednesday, Jun 19","boxscore","HOU","@","MON","L","1","3","None","25-40","5","14.5","Gardner","Harnisch","Fassero","2:30","N","15,188","---","None",1991
"Thursday, Jun 20","boxscore","HOU","@","PHI","L","3","7","None","25-41","6","15.5","Cox","Jones","None","3:18","N","23,415","----","None",1991
"Friday, Jun 21","boxscore","HOU","@","PHI","L","0","3","None","25-42","6","15.5","Ruffin","Portugal","Williams","2:08","N","21,120","-----","None",1991
"Saturday, Jun 22","boxscore","HOU","@","PHI","W","4","3","10","26-42","6","15.5","Osuna","McDowell","Capel","3:17","N","25,506","+","None",1991
"Sunday, Jun 23","boxscore","HOU","@","PHI","W","6","4","None","27-42","6","15.5","Kile","de Jesus","Clancy","3:05","D","23,455","++","None",1991
"Tuesday, Jun 25","boxscore","HOU","None","ATL","W","1","0","None","28-42","6","14.5","Harnisch","Glavine","None","2:22","N","22,617","+++","None",1991
"Wednesday, Jun 26","boxscore","HOU","None","ATL","L","2","3","None","28-43","6","14.5","Stanton","Clancy","Berenguer","3:07","N","23,589","-","None",1991
"Thursday, Jun 27","boxscore","HOU","None","ATL","L","0","3","None","28-44","6","15","Leibrandt","Portugal","None","2:12","N","30,145","--","None",1991
"Friday, Jun 28","boxscore","HOU","@","CIN","L","5","8","None","28-45","6","15.5","Browning","Deshaies","Dibble","3:18","N","33,157","---","None",1991
"Saturday, Jun 29","boxscore","HOU","@","CIN","W","6","2","None","29-45","6","15.5","Kile","Carman","Clancy","2:55","N","42,608","+","None",1991
"Sunday, Jun 30","boxscore","HOU","@","CIN","L","4","5","None","29-46","6","16.5","Hammond","Harnisch","Dibble","2:53","D","31,775","-","None",1991
"Tuesday, Jul 2","boxscore","HOU","@","SFG","W","8","4","None","30-46","6","16.5","Portugal","Black","None","2:48","N","13,294","+","None",1991
"Wednesday, Jul 3","boxscore","HOU","@","SFG","W","9","0","None","31-46","6","16.5","Deshaies","Burkett","None","2:55","N","33,774","++","None",1991
"Thursday, Jul 4","boxscore","HOU","@","SFG","W","14","6","None","32-46","6","15.5","Kile","Wilson","None","3:12","N","29,341","+++","None",1991
"Friday, Jul 5","boxscore","HOU","None","CIN","L","0","1","None","32-47","6","15.5","Hammond","Harnisch","Dibble","2:36","N","24,117","-","None",1991
"Saturday, Jul 6","boxscore","HOU","None","CIN","W","3","0","None","33-47","6","15.5","Jones","Armstrong","None","2:03","N","31,452","+","None",1991
"Sunday, Jul 7","boxscore","HOU","None","CIN","W","7","3","None","34-47","6","15.5","Portugal","Browning","None","2:47","D","20,790","++","None",1991
"Thursday, Jul 11","boxscore","HOU","@","CHC","W","6","4","11","35-47","5","14.5","Osuna","Smith","Capel","3:18","N","32,313","+++","None",1991
"Friday, Jul 12","boxscore","HOU","@","CHC","L","2","5","None","35-48","5","14.5","Castillo","Portugal","Assenmacher","2:27","D","33,772","-","None",1991
"Saturday, Jul 13","boxscore","HOU","@","CHC","L","3","4","None","35-49","6","15","Lancaster","Capel","None","2:45","D","32,588","--","None",1991
"Sunday, Jul 14","boxscore","HOU","@","CHC","L","3","4","None","35-50","6","14.5","Bielecki","Kile","Assenmacher","3:00","D","33,750","---","None",1991
"Monday, Jul 15","boxscore","HOU","@","PIT","L","0","8","None","35-51","6","14.5","Tomlin","Jones","None","2:34","N","21,642","----","None",1991
"Tuesday, Jul 16","boxscore","HOU","@","PIT","L","4","6","None","35-52","6","14.5","Smith","Kile","Belinda","3:10","N","18,028","-----","None",1991
"Wednesday, Jul 17","boxscore","HOU","@","PIT","W","10","2","None","36-52","6","13.5","Jones","Drabek","Osuna","3:33","N","38,736","+","None",1991
"Friday, Jul 19","boxscore","HOU","None","CHC","W","5","2","None","37-52","6","13","Harnisch","Scanlan","Osuna","2:56","N","27,577","++","None",1991
"Saturday, Jul 20","boxscore","HOU","None","CHC","L","0","6","None","37-53","6","14","Maddux","Kile","None","2:31","D","37,970","-","None",1991
"Sunday, Jul 21","boxscore","HOU","None","CHC","L","2","4","None","37-54","6","14","Castillo","Clancy","None","2:28","D","28,847","--","None",1991
"Monday, Jul 22","boxscore","HOU","@","STL","L","1","9","None","37-55","6","14.5","DeLeon","Bowen","None","2:38","N","27,289","---","None",1991
"Tuesday, Jul 23","boxscore","HOU","@","STL","L","1","5","None","37-56","6","15.5","Smith","Deshaies","None","2:26","N","24,360","----","None",1991
"Wednesday, Jul 24","boxscore","HOU","@","STL","L-wo","3","4","None","37-57","6","16.5","Smith","Osuna","None","3:09","N","29,182","-----","None",1991
"Friday, Jul 26","boxscore","HOU","None","PIT","L","1","8","None","37-58","6","18","Heaton","Kile","None","2:44","N","26,185","------","None",1991
"Saturday, Jul 27","boxscore","HOU","None","PIT","L","5","11","None","37-59","6","19","Tomlin","Jones","None","3:13","N","24,447","-------","None",1991
"Sunday, Jul 28","boxscore","HOU","None","PIT","W","9","7","None","38-59","6","18","Bowen","Smith","Clancy","3:22","D","20,754","+","None",1991
"Monday, Jul 29","boxscore","HOU","None","STL","W","6","2","None","39-59","6","17","Deshaies","Smith","None","2:39","N","15,615","++","None",1991
"Tuesday, Jul 30","boxscore","HOU","None","STL","W","7","5","None","40-59","6","17","Osuna","Carpenter","None","2:56","N","16,208","+++","None",1991
"Wednesday, Jul 31","boxscore","HOU","None","STL","W","9","5","None","41-59","6","17","Kile","Tewksbury","Wilkins","2:49","N","15,589","++++","None",1991
"Friday, Aug 2","boxscore","HOU","None","LAD","W-wo","9","8","None","42-59","6","16","Wilkins","Howell","None","3:18","N","26,079","+++++","None",1991
"Saturday, Aug 3","boxscore","HOU","None","LAD","W-wo","2","1","10","43-59","6","15","Wilkins","Howell","None","3:01","N","29,085","++++++","None",1991
"Sunday, Aug 4","boxscore","HOU","None","LAD","W-wo","2","1","10","44-59","6","14","Osuna","Gross","None","3:12","D","23,701","+++++++","None",1991
"Monday, Aug 5","boxscore","HOU","None","SDP","W-wo","2","1","12","45-59","6","13","Henry","Andersen","None","3:36","N","14,577","++++++++","None",1991
"Tuesday, Aug 6","boxscore","HOU","None","SDP","W","6","1","None","46-59","6","13","Kile","Peterson","Osuna","3:00","N","17,196","+++++++++","None",1991
"Wednesday, Aug 7","boxscore","HOU","None","SDP","L","4","7","None","46-60","6","14","Hurst","Wilkins","Andersen","2:54","N","19,305","-","None",1991
"Thursday, Aug 8","boxscore","HOU","None","SDP","L","3","5","None","46-61","6","15","Benes","Bowen","Lefferts","2:48","N","22,606","--","None",1991
"Friday, Aug 9","boxscore","HOU","@","ATL","L","2","7","None","46-62","6","15","Avery","Deshaies","None","2:59","N","34,700","---","None",1991
"Saturday, Aug 10","boxscore","HOU","@","ATL","L","0","4","None","46-63","6","15","Smoltz","Harnisch","None","2:44","N","41,251","----","None",1991
"Sunday, Aug 11","boxscore","HOU","@","ATL","L","1","3","None","46-64","6","15","Reynoso","Kile","Stanton","2:46","D","23,646","-----","None",1991
"Monday, Aug 12","boxscore","HOU","@","SDP","L","5","6","None","46-65","6","16","Melendez","Capel","Lefferts","2:56","N","13,896","------","None",1991
"Tuesday, Aug 13","boxscore","HOU","@","SDP","W","12","9","None","47-65","6","15","Bowen","Maddux","Osuna","2:49","N","12,688","+","None",1991
"Wednesday, Aug 14","boxscore","HOU","@","SDP","L","1","4","None","47-66","6","16","Rasmussen","Deshaies","Andersen","2:44","N","12,586","-","None",1991
"Thursday, Aug 15","boxscore","HOU","@","LAD","W","6","1","None","48-66","6","15","Harnisch","Martinez","None","2:55","N","42,829","+","None",1991
"Friday, Aug 16","boxscore","HOU","@","LAD","L-wo","1","4","13","48-67","6","16","Gross","Corsi","None","3:55","N","37,029","-","None",1991
"Saturday, Aug 17","boxscore","HOU","@","LAD","L-wo","7","8","10","48-68","6","17","Howell","Henry","None","4:09","N","46,001","--","None",1991
"Sunday, Aug 18","boxscore","HOU","@","LAD","W","8","4","None","49-68","6","16","Portugal","Morgan","Mallicoat","3:00","D","43,122","+","None",1991
"Tuesday, Aug 20","boxscore","HOU","None","SFG","L","3","9","None","49-69","6","17.5","Downs","Jones","Brantley","2:52","N","12,201","-","None",1991
"Wednesday, Aug 21","boxscore","HOU","None","SFG","W","13","4","None","50-69","6","17.5","Harnisch","Black","None","3:04","N","10,260","+","None",1991
"Thursday, Aug 22","boxscore","HOU","None","SFG","L","8","11","None","50-70","6","18","Brantley","Kile","Righetti","3:39","D","9,411","-","None",1991
"Friday, Aug 23","boxscore","HOU","None","MON","W","9","2","None","51-70","6","17","Bowen","Martinez","None","2:48","N","15,052","+","None",1991
"Saturday, Aug 24","boxscore","HOU","None","MON","L","1","5","None","51-71","6","17","Rojas","Portugal","None","2:57","N","15,194","-","None",1991
"Sunday, Aug 25","boxscore","HOU","None","MON","L","0","4","None","51-72","6","17","Gardner","Deshaies","Fassero","2:37","D","10,851","--","None",1991
"Monday, Aug 26","boxscore","HOU","None","NYM","L","4","6","10","51-73","6","18","Franco","Henry","None","3:24","N","7,720","---","None",1991
"Tuesday, Aug 27","boxscore","HOU","None","NYM","W","8","3","None","52-73","6","17","Kile","Whitehurst","Schilling","2:42","N","9,175","+","None",1991
"Wednesday, Aug 28","boxscore","HOU","@","PHI","L-wo","10","11","10","52-74","6","18","Hartley","Osuna","None","3:54","N","24,981","-","None",1991
"Thursday, Aug 29","boxscore","HOU","@","PHI","W","5","1","None","53-74","6","18","Portugal","Cox","None","2:20","N","20,321","+","None",1991
"Friday, Aug 30","boxscore","HOU","@","MON","L","1","3","None","53-75","6","19","Gardner","Deshaies","Jones","2:37","N","7,704","-","None",1991
"Saturday, Aug 31","boxscore","HOU","@","MON","L-wo","4","5","10","53-76","6","19","Fassero","Osuna","None","3:40","N","11,009","--","None",1991
"Sunday, Sep 1","boxscore","HOU","@","MON","L","1","6","None","53-77","6","19","Nabholz","Kile","None","2:42","D","13,860","---","None",1991
"Monday, Sep 2","boxscore","HOU","@","NYM","W","3","0","None","54-77","6","18","Bowen","Viola","Osuna","2:42","D","16,870","+","None",1991
"Tuesday, Sep 3","boxscore","HOU","@","NYM","L","1","6","None","54-78","6","19","Young","Portugal","None","2:15","N","12,974","-","None",1991
"Wednesday, Sep 4","boxscore","HOU","@","NYM","W","8","3","None","55-78","6","19","Deshaies","Cone","None","3:11","N","12,512","+","None",1991
"Friday, Sep 6","boxscore","HOU","None","PHI","W","3","1","None","56-78","6","18.5","Harnisch","de Jesus","Osuna","2:32","N","7,868","++","None",1991
"Saturday, Sep 7","boxscore","HOU","None","PHI","W","6","0","None","57-78","6","18.5","Kile","Ruffin","None","2:17","N","12,952","+++","None",1991
"Sunday, Sep 8","boxscore","HOU","None","PHI","L","0","5","None","57-79","6","19.5","Mulholland","Bowen","None","2:30","D","7,847","-","None",1991
"Monday, Sep 9","boxscore","HOU","None","SDP","L","0","3","None","57-80","6","20.5","Benes","Portugal","Lefferts","2:27","N","5,528","--","None",1991
"Tuesday, Sep 10","boxscore","HOU","None","SDP","L","6","7","None","57-81","6","21","Rasmussen","Gardner","Lefferts","3:19","N","4,353","---","None",1991
"Wednesday, Sep 11","boxscore","HOU","None","LAD","L","1","9","None","57-82","6","22","Hershiser","Harnisch","None","2:47","N","7,642","----","None",1991
"Thursday, Sep 12","boxscore","HOU","None","LAD","L","2","6","10","57-83","6","23","McDowell","Osuna","None","2:57","N","10,146","-----","None",1991
"Friday, Sep 13","boxscore","HOU","@","CIN","L","2","13","None","57-84","6","23.5","Armstrong","Bowen","None","2:38","N","22,205","------","None",1991
"Saturday, Sep 14","boxscore","HOU","@","CIN","W","7","3","None","58-84","6","23","Hernandez","Dibble","Schilling","2:32","N","25,829","+","None",1991
"Sunday, Sep 15","boxscore","HOU","@","CIN","L","0","10","None","58-85","6","24","Rijo","Gardner","None","2:39","D","19,585","-","None",1991
"Monday, Sep 16","boxscore","HOU","@","SDP","L","1","6","None","58-86","6","24","Harris","Williams","Andersen","2:40","N","19,175","--","None",1991
"Tuesday, Sep 17","boxscore","HOU","@","SDP","W","3","0","None","59-86","6","23.5","Harnisch","Hurst","Hernandez","2:32","N","6,695","+","None",1991
"Wednesday, Sep 18","boxscore","HOU","@","LAD","L","4","5","None","59-87","6","24.5","Morgan","Mallicoat","Wilson","2:51","N","28,345","-","None",1991
"Thursday, Sep 19","boxscore","HOU","@","LAD","L","3","4","None","59-88","6","25.5","Gross","Portugal","McDowell","2:51","D","25,850","--","None",1991
"Friday, Sep 20","boxscore","HOU","None","CIN","W","3","2","None","60-88","6","25","Bowen","Rijo","Hernandez","2:36","N","7,872","+","None",1991
"Saturday, Sep 21","boxscore","HOU","None","CIN","L","1","4","None","60-89","6","25.5","Scudder","Juden","Dibble","2:43","N","11,144","-","None",1991
"Sunday, Sep 22","boxscore","HOU","None","CIN","W","4","1","None","61-89","6","25.5","Hernandez","Browning","Portugal","2:48","D","9,076","+","None",1991
"Monday, Sep 23","boxscore","HOU","None","SFG","W","8","0","None","62-89","6","25","Harnisch","Wilson","Schilling","2:40","N","4,103","++","None",1991
"Tuesday, Sep 24","boxscore","HOU","None","SFG","L","7","9","None","62-90","6","26","Beck","Portugal","None","3:31","N","10,972","-","None",1991
"Wednesday, Sep 25","boxscore","HOU","None","SFG","L","1","2","None","62-91","6","26","Burkett","Kile","Brantley","2:37","N","7,322","--","None",1991
"Friday, Sep 27","boxscore","HOU","None","ATL","L","2","4","None","62-92","6","27","Wohlers","Mallicoat","Pena","3:20","N","10,701","---","None",1991
"Saturday, Sep 28","boxscore","HOU","None","ATL","L","4","5","None","62-93","6","27","Stanton","Hernandez","Pena","3:08","D","8,647","----","None",1991
"Sunday, Sep 29","boxscore","HOU","None","ATL","L","5","6","13","62-94","6","28","Clancy","Portugal","None","3:51","D","13,767","-----","None",1991
"Monday, Sep 30","boxscore","HOU","@","SFG","W","2","0","None","63-94","6","28","Gardner","Heredia","Hernandez","2:34","N","5,379","+","None",1991
"Tuesday, Oct 1","boxscore","HOU","@","SFG","L","4","6","None","63-95","6","29","Burkett","Kile","Brantley","2:49","N","6,174","-","None",1991
"Wednesday, Oct 2","boxscore","HOU","@","SFG","W","7","5","None","64-95","6","28","Bowen","McClellan","Osuna","3:30","D","5,823","+","None",1991
"Friday, Oct 4","boxscore","HOU","@","ATL","L","2","5","None","64-96","6","29","Avery","Juden","Pena","2:38","N","45,815","-","None",1991
"Saturday, Oct 5","boxscore","HOU","@","ATL","L","2","5","None","64-97","6","30","Smoltz","Portugal","None","2:17","D","44,994","--","None",1991
"Sunday, Oct 6","boxscore","HOU","@","ATL","W","8","3","None","65-97","6","29","Harnisch","Leibrandt","None","2:59","D","42,764","+","None",1991
"Wednesday, Apr 8","boxscore","HOU","None","ATL","L","1","3","None","0-2","6"," 2.0","Smoltz","Kile","Pena","2:39","N","10,014","--","None",1992
"Thursday, Apr 9","boxscore","HOU","None","CIN","W-wo","6","5","13","1-2","5"," 1.0","Osuna","Ruskin","None","3:52","N","8,495","+","None",1992
"Friday, Apr 10","boxscore","HOU","None","CIN","L","5","8","None","1-3","6"," 2.0","Hammond","Bowen","Charlton","3:03","N","11,084","-","None",1992
"Saturday, Apr 11","boxscore","HOU","None","CIN","W","2","1","None","2-3","4"," 1.5","Osuna","Rijo","Jones","2:40","N","17,449","+","None",1992
"Sunday, Apr 12","boxscore","HOU","None","CIN","L","4","5","None","2-4","5"," 2.5","Browning","Harnisch","Charlton","2:53","D","11,166","-","None",1992
"Monday, Apr 13","boxscore","HOU","None","LAD","W","8","3","None","3-4","5"," 2.0","Kile","Hershiser","Jones","2:52","N","8,771","+","None",1992
"Tuesday, Apr 14","boxscore","HOU","None","LAD","L","2","6","None","3-5","5"," 3.0","Candiotti","Henry","None","3:02","N","13,773","-","None",1992
"Wednesday, Apr 15","boxscore","HOU","None","LAD","W","5","4","None","4-5","3"," 3.0","Portugal","Ojeda","Jones","2:23","D","8,526","+","None",1992
"Friday, Apr 17","boxscore","HOU","None","SDP","W","3","1","None","5-5","3"," 1.5","Harnisch","Hurst","Jones","2:23","N","12,505","++","None",1992
"Saturday, Apr 18","boxscore","HOU","None","SDP","W-wo","4","2","10","6-5","2"," 0.5","Jones","Myers","None","3:18","N","18,133","+++","None",1992
"Sunday, Apr 19","boxscore","HOU","None","SDP","W-wo","1","0","11","7-5","1"," Tied","Hernandez","Rodriguez","None","2:50","D","7,717","++++","None",1992
"Monday, Apr 20","boxscore","HOU","None","SFG","W","3","2","None","8-5","1","up 1.0","Portugal","Burba","Jones","2:36","N","10,990","+++++","None",1992
"Tuesday, Apr 21","boxscore","HOU","None","SFG","L","2","6","None","8-6","1"," Tied","Swift","Bowen","None","2:39","N","11,724","-","None",1992
"Wednesday, Apr 22","boxscore","HOU","None","SFG","W-wo","3","1","12","9-6","1","up 0.5","Hernandez","Jackson","None","3:48","N","12,805","+","None",1992
"Friday, Apr 24","boxscore","HOU","@","ATL","W","4","2","None","10-6","1","up 1.5","Kile","Smoltz","Jones","2:29","N","40,666","++","None",1992
"Saturday, Apr 25","boxscore","HOU","@","ATL","L","0","2","None","10-7","1","up 0.5","Avery","Portugal","None","2:11","N","42,709","-","None",1992
"Sunday, Apr 26","boxscore","HOU","@","ATL","L","2","3","None","10-8","1","up 0.5","Freeman","Harnisch","Pena","2:55","D","37,137","--","None",1992
"Tuesday, Apr 28","boxscore","HOU","@","NYM","L","0","4","None","10-9","3"," 0.5","Cone","Henry","None","2:40","N","16,190","---","None",1992
"Wednesday, Apr 29","boxscore","HOU","@","NYM","L","0","1","None","10-10","4"," 1.0","Saberhagen","Kile","None","2:17","N","16,400","----","None",1992
"Thursday, Apr 30","boxscore","HOU","@","NYM","L","3","4","None","10-11","5"," 1.5","Innis","Jones","Franco","2:51","N","14,803","-----","None",1992
"Friday, May 1","boxscore","HOU","None","PIT","W","10","4","None","11-11","4"," 1.0","Harnisch","Tomlin","None","3:29","N","16,355","+","None",1992
"Saturday, May 2","boxscore","HOU","None","PIT","L","0","6","None","11-12","5"," 2.0","Neagle","Bowen","None","2:27","N","23,812","-","None",1992
"Sunday, May 3","boxscore","HOU","None","PIT","W","1","0","None","12-12","3"," 1.0","Osuna","Mason","Jones","2:29","N","8,739","+","None",1992
"Monday, May 4","boxscore","HOU","None","NYM","L","1","5","None","12-13","5"," 1.5","Saberhagen","Kile","None","3:02","N","13,546","-","None",1992
"Tuesday, May 5","boxscore","HOU","None","NYM","W","5","4","None","13-13","2"," 0.5","Portugal","Fernandez","Jones","2:56","D","8,997","+","None",1992
"Wednesday, May 6","boxscore","HOU","@","CHC","L","4","8","None","13-14","3"," 1.0","Maddux","Harnisch","None","2:53","D","12,836","-","None",1992
"Thursday, May 7","boxscore","HOU","@","CHC","L","2","9","None","13-15","4"," 2.0","Morgan","Bowen","None","2:29","N","21,614","--","None",1992
"Friday, May 8","boxscore","HOU","@","PIT","L","3","6","None","13-16","5"," 3.0","Belinda","Osuna","None","2:55","N","22,351","---","None",1992
"Saturday, May 9","boxscore","HOU","@","PIT","L","0","3","None","13-17","5"," 3.0","Smith","Kile","None","2:18","N","18,985","----","None",1992
"Sunday, May 10","boxscore","HOU","@","PIT","W","6","4","10","14-17","5"," 3.0","Jones","Mason","None","2:58","D","21,154","+","None",1992
"Monday, May 11","boxscore","HOU","None","CHC","W-wo","2","1","10","15-17","4"," 2.5","Hernandez","McElroy","None","2:58","N","21,314","++","None",1992
"Tuesday, May 12","boxscore","HOU","None","CHC","L","2","3","None","15-18","5"," 3.5","Assenmacher","Boever","None","2:33","N","21,566","-","None",1992
"Wednesday, May 13","boxscore","HOU","None","CHC","L","3","8","None","15-19","5"," 4.5","Boskie","Henry","None","2:52","N","25,527","--","None",1992
"Friday, May 15","boxscore","HOU","None","STL","L","5","7","None","15-20","5"," 4.5","McClure","Jones","Smith","3:11","N","12,814","---","None",1992
"Saturday, May 16","boxscore","HOU","None","STL","W-wo","3","2","None","16-20","4"," 4.5","Jones","Agosto","None","2:38","N","22,327","+","None",1992
"Sunday, May 17","boxscore","HOU","None","STL","L","5","7","None","16-21","4"," 4.5","Carpenter","Jones","Smith","3:14","D","17,218","-","None",1992
"Monday, May 18","boxscore","HOU","@","PHI","W","4","2","None","17-21","4"," 4.0","Jones","Abbott","Boever","2:45","N","17,309","+","None",1992
"Tuesday, May 19","boxscore","HOU","@","PHI","L","3","4","None","17-22","4"," 5.0","Schilling","Henry","Williams","2:37","N","15,299","-","None",1992
"Wednesday, May 20","boxscore","HOU","@","PHI","L","1","2","None","17-23","5"," 6.0","Mulholland","Kile","Williams","2:52","N","16,048","--","None",1992
"Friday, May 22","boxscore","HOU","@","STL","W","3","1","None","18-23","4"," 6.5","Portugal","DeLeon","Jones","2:20","N","28,521","+","None",1992
"Saturday, May 23","boxscore","HOU","@","STL","L","4","10","None","18-24","4"," 6.5","Osborne","Harnisch","Carpenter","2:54","N","36,286","-","None",1992
"Sunday, May 24","boxscore","HOU","@","STL","L-wo","3","4","None","18-25","6"," 6.5","Smith","Osuna","None","2:40","D","36,308","--","None",1992
"Monday, May 25","boxscore","HOU","@","MON","W","10","8","None","19-25","4"," 6.0","Henry","Haney","Jones","3:06","D","5,765","+","None",1992
"Tuesday, May 26","boxscore","HOU","@","MON","W","9","4","None","20-25","4"," 6.0","Boever","Nabholz","Jones","3:34","N","10,093","++","None",1992
"Wednesday, May 27","boxscore","HOU","@","MON","L","5","8","None","20-26","5"," 7.0","Martinez","Portugal","Wetteland","3:07","D","10,110","-","None",1992
"Friday, May 29","boxscore","HOU","None","PHI","L","1","2","12","20-27","6"," 6.5","Jones","Osuna","None","3:35","N","10,815","--","None",1992
"Saturday, May 30","boxscore","HOU","None","PHI","W","5","4","None","21-27","6"," 6.0","Jones","Mulholland","Jones","2:38","N","16,046","+","None",1992
"Sunday, May 31","boxscore","HOU","None","PHI","L","3","6","11","21-28","6"," 6.5","Jones","Murphy","Ritchie","3:41","D","14,846","-","None",1992
"Monday, Jun 1","boxscore","HOU","None","MON","L","1","7","None","21-29","6"," 6.5","Martinez","Kile","None","3:06","N","7,544","--","None",1992
"Tuesday, Jun 2","boxscore","HOU","None","MON","W","6","0","None","22-29","6"," 6.5","Portugal","Sampen","None","2:22","N","8,238","+","None",1992
"Wednesday, Jun 3","boxscore","HOU","None","MON","W","5","3","None","23-29","6"," 6.5","Harnisch","Hill","Jones","3:06","N","8,239","++","None",1992
"Thursday, Jun 4","boxscore","HOU","@","SFG","W","12","6","None","24-29","6"," 5.5","Jones","Heredia","None","3:00","N","8,850","+++","None",1992
"Friday, Jun 5","boxscore","HOU","@","SFG","W","5","4","None","25-29","6"," 5.5","Hernandez","Brantley","Jones","3:19","N","10,550","++++","None",1992
"Saturday, Jun 6","boxscore","HOU","@","SFG","L","6","12","None","25-30","6"," 6.5","Righetti","Boever","None","3:24","D","15,158","-","None",1992
"Sunday, Jun 7","boxscore","HOU","@","SFG","L","0","3","None","25-31","6"," 6.5","Wilson","Portugal","None","2:14","D","24,780","--","None",1992
"Monday, Jun 8","boxscore","HOU","@","SDP","L","2","3","None","25-32","6"," 7.5","Hurst","Harnisch","None","2:33","N","11,248","---","None",1992
"Tuesday, Jun 9","boxscore","HOU","@","SDP","L","4","5","None","25-33","6"," 8.5","Clements","Boever","Maddux","2:32","N","15,749","----","None",1992
"Wednesday, Jun 10","boxscore","HOU","@","SDP","L","1","5","None","25-34","6"," 8.5","Lefferts","Henry","None","2:29","D","13,082","-----","None",1992
