"date","boxscore","team","home_or_away","opponent","win_or_loss","runs","runs_allowed","innings","win_loss_record","rank","games_behind","win","loss","save","time","day_or_night","attendance","streak","originally_scheduled","year"
"Friday, Jun 12","boxscore","HOU","None","SFG","L","2","3","None","25-35","6"," 9.5","Jackson","Jones","Beck","2:43","N","15,596","------","None",1992
"Saturday, Jun 13","boxscore","HOU","None","SFG","W","4","1","None","26-35","6"," 9.5","Hernandez","Brantley","Jones","3:08","N","17,243","+","None",1992
"Sunday, Jun 14","boxscore","HOU","None","SFG","W","15","7","None","27-35","6"," 9.5","Murphy","Righetti","None","3:06","D","21,672","++","None",1992
"Monday, Jun 15","boxscore","HOU","None","SDP","L","1","7","None","27-36","6"," 10.5","Lefferts","Henry","None","2:55","N","8,787","-","None",1992
"Tuesday, Jun 16","boxscore","HOU","None","SDP","W","11","0","None","28-36","5"," 10.5","Williams","Rodriguez","Hernandez","2:57","N","10,046","+","None",1992
"Wednesday, Jun 17","boxscore","HOU","None","SDP","L","0","5","None","28-37","5"," 11.5","Benes","Blair","None","2:22","D","11,523","-","None",1992
"Friday, Jun 19","boxscore","HOU","None","LAD","W-wo","2","1","12","29-37","5"," 11.0","Boever","Gott","None","3:53","N","18,406","+","None",1992
"Saturday, Jun 20","boxscore","HOU","None","LAD","W-wo","1","0","None","30-37","5"," 10.0","Jones","Hershiser","None","2:31","D","19,206","++","None",1992
"Sunday, Jun 21","boxscore","HOU","None","LAD","W","2","0","None","31-37","5"," 9.0","Henry","Gross","Jones","2:33","D","20,308","+++","None",1992
"Monday, Jun 22","boxscore","HOU","@","CIN","W","5","2","None","32-37","5"," 8.0","Williams","Hammond","Hernandez","2:26","N","28,365","++++","None",1992
"Tuesday, Jun 23","boxscore","HOU","@","CIN","L","6","10","None","32-38","5"," 9.0","Belcher","Blair","None","3:01","N","24,503","-","None",1992
"Wednesday, Jun 24","boxscore","HOU","@","CIN","L","6","9","None","32-39","5"," 10.0","Swindell","Harnisch","Charlton","3:18","N","24,961","--","None",1992
"Thursday, Jun 25","boxscore","HOU","@","LAD","L","5","8","None","32-40","5"," 10.5","Martinez","Jones","None","3:22","N","31,632","---","None",1992
"Friday, Jun 26","boxscore","HOU","@","LAD","L","5","6","None","32-41","5"," 11.5","Candelaria","Jones","McDowell","3:25","N","33,380","----","None",1992
"Saturday, Jun 27","boxscore","HOU","@","LAD","W","5","1","None","33-41","5"," 11.5","Williams","Gross","None","2:29","N","36,219","+","None",1992
"Sunday, Jun 28","boxscore","HOU","@","LAD","L","2","8","None","33-42","5"," 12.5","Ojeda","Blair","None","3:08","D","26,260","-","None",1992
"Monday, Jun 29","boxscore","HOU","None","CIN","W","4","3","None","34-42","5"," 11.5","Osuna","Dibble","Jones","2:49","N","21,499","+","None",1992
"Tuesday, Jun 30","boxscore","HOU","None","CIN","W","5","1","None","35-42","5"," 10.5","Jones","Hammond","Hernandez","3:05","N","22,202","++","None",1992
"Wednesday, Jul 1","boxscore","HOU","None","CIN","W-wo","3","2","None","36-42","5"," 9.5","Jones","Bankhead","None","3:05","D","22,124","+++","None",1992
"Saturday, Jul 4","boxscore","HOU","@","NYM","L","3","5","None","36-43","4"," 11.0","Gooden","Blair","Innis","2:38","N","None","-","None",1992
"Saturday, Jul 4","boxscore","HOU","@","NYM","W","3","1","None","37-43","4"," 11.0","Osuna","Young","Jones","3:00","N","38,049","+","1992-07-03 (Rain)",1992
"Sunday, Jul 5","boxscore","HOU","@","NYM","W","2","0","10","38-43","4"," 11.0","Murphy","Innis","Jones","3:01","D","25,900","++","None",1992
"Monday, Jul 6","boxscore","HOU","@","PIT","L","0","1","None","38-44","5"," 12.0","Smith","Jones","Belinda","2:09","N","15,358","-","None",1992
"Tuesday, Jul 7","boxscore","HOU","@","PIT","L","3","5","None","38-45","5"," 13.0","Walk","Boever","None","2:49","N","19,164","--","None",1992
"Wednesday, Jul 8","boxscore","HOU","@","PIT","W","3","2","None","39-45","5"," 12.0","Jones","Patterson","None","2:26","N","22,551","+","None",1992
"Thursday, Jul 9","boxscore","HOU","None","NYM","W","4","0","None","40-45","5"," 12.0","Blair","Gooden","None","2:34","N","14,918","++","None",1992
"Friday, Jul 10","boxscore","HOU","None","NYM","L","6","7","None","40-46","5"," 12.0","Innis","Jones","Young","3:18","N","22,158","-","None",1992
"Saturday, Jul 11","boxscore","HOU","None","NYM","L","2","8","None","40-47","5"," 12.0","Cone","Jones","None","2:51","N","23,792","--","None",1992
"Sunday, Jul 12","boxscore","HOU","None","NYM","W","3","1","None","41-47","5"," 11.0","Henry","Fernandez","Hernandez","2:56","D","18,654","+","None",1992
"Thursday, Jul 16","boxscore","HOU","None","ATL","L","2","4","None","41-48","5"," 11.0","Avery","Williams","Pena","2:34","N","19,383","-","None",1992
"Friday, Jul 17","boxscore","HOU","None","ATL","L","0","5","None","41-49","5"," 12.0","Smoltz","Harnisch","None","2:55","N","24,691","--","None",1992
"Saturday, Jul 18","boxscore","HOU","None","ATL","L","0","3","None","41-50","5"," 13.0","Glavine","Jones","Pena","2:31","D","24,086","---","None",1992
"Sunday, Jul 19","boxscore","HOU","None","ATL","L","2","3","10","41-51","5"," 14.0","Freeman","Hernandez","Pena","2:47","D","27,270","----","None",1992
"Monday, Jul 20","boxscore","HOU","None","PIT","W","11","8","None","42-51","5"," 14.0","Blair","Mason","Jones","3:34","N","12,112","+","None",1992
"Tuesday, Jul 21","boxscore","HOU","None","PIT","W-wo","4","3","12","43-51","5"," 13.0","Jones","Mason","None","3:28","N","13,836","++","None",1992
"Wednesday, Jul 22","boxscore","HOU","None","PIT","L","7","10","13","43-52","5"," 13.5","Belinda","Blair","Patterson","4:41","N","13,194","-","None",1992
"Friday, Jul 24","boxscore","HOU","None","CHC","L","0","1","None","43-53","5"," 14.5","Morgan","Jones","Scanlan","2:33","N","28,112","--","None",1992
"Saturday, Jul 25","boxscore","HOU","None","CHC","W-wo","3","2","11","44-53","5"," 14.5","Hernandez","McElroy","None","3:10","N","33,206","+","None",1992
"Sunday, Jul 26","boxscore","HOU","None","CHC","L","5","8","None","44-54","5"," 14.5","Harkey","Reynolds","None","3:18","D","26,813","-","None",1992
"Monday, Jul 27","boxscore","HOU","@","ATL","W","5","1","11","45-54","5"," 13.5","Jones","Pena","None","3:24","N","38,729","+","None",1992
"Tuesday, Jul 28","boxscore","HOU","@","ATL","W","7","5","None","46-54","5"," 12.5","Harnisch","Freeman","Jones","3:19","N","40,457","++","None",1992
"Wednesday, Jul 29","boxscore","HOU","@","ATL","L","3","5","None","46-55","5"," 13.5","Glavine","Blair","Pena","3:01","D","39,076","-","None",1992
"Friday, Jul 31","boxscore","HOU","@","CIN","L","1","6","None","46-56","5"," 13.5","Belcher","Henry","None","2:06","N","34,537","--","None",1992
"Saturday, Aug 1","boxscore","HOU","@","CIN","L","0","9","None","46-57","5"," 14.5","Swindell","Williams","None","2:53","N","41,310","---","None",1992
"Sunday, Aug 2","boxscore","HOU","@","CIN","W","5","4","None","47-57","5"," 14.5","Boever","Rijo","Jones","3:13","D","32,182","+","None",1992
"Monday, Aug 3","boxscore","HOU","@","CIN","L","0","4","None","47-58","5"," 15.0","Hammond","Jones","None","2:25","D","26,452","-","None",1992
"Tuesday, Aug 4","boxscore","HOU","@","LAD","L","2","7","None","47-59","5"," 16.0","Martinez","Reynolds","None","2:31","N","25,195","--","None",1992
"Wednesday, Aug 5","boxscore","HOU","@","LAD","W","7","6","None","48-59","5"," 16.0","Murphy","McDowell","Jones","3:30","N","33,949","+","None",1992
"Thursday, Aug 6","boxscore","HOU","@","SDP","L","5","7","None","48-60","5"," 17.0","Benes","Williams","Myers","2:57","N","15,231","-","None",1992
"Friday, Aug 7","boxscore","HOU","@","SDP","L","2","4","None","48-61","5"," 18.0","Deshaies","Harnisch","Myers","3:07","N","21,589","--","None",1992
"Saturday, Aug 8","boxscore","HOU","@","SDP","L","5","7","None","48-62","5"," 19.0","Rodriguez","Boever","Andersen","2:57","N","50,385","---","None",1992
"Sunday, Aug 9","boxscore","HOU","@","SDP","L","3","4","None","48-63","5"," 20.0","Andersen","Jones","Myers","2:41","D","17,925","----","None",1992
"Monday, Aug 10","boxscore","HOU","@","SFG","L","1","4","None","48-64","5"," 20.0","Burkett","Henry","None","2:23","N","14,691","-----","None",1992
"Tuesday, Aug 11","boxscore","HOU","@","SFG","W","6","3","None","49-64","5"," 19.0","Williams","Oliveras","Jones","2:55","D","12,170","+","None",1992
"Wednesday, Aug 12","boxscore","HOU","@","SFG","W","5","4","10","50-64","5"," 18.5","Hernandez","Brantley","Jones","3:28","D","13,705","++","None",1992
"Thursday, Aug 13","boxscore","HOU","@","CHC","W","4","3","None","51-64","5"," 18.5","Jones","Castillo","Jones","2:43","N","32,340","+++","None",1992
"Friday, Aug 14","boxscore","HOU","@","CHC","L","2","4","None","51-65","5"," 19.5","Harkey","Kile","Assenmacher","2:36","D","31,838","-","None",1992
"Saturday, Aug 15","boxscore","HOU","@","CHC","W","5","0","None","52-65","5"," 19.5","Henry","Bullinger","None","2:52","D","34,421","+","None",1992
"Sunday, Aug 16","boxscore","HOU","@","CHC","L","0","1","None","52-66","5"," 19.5","Maddux","Williams","None","2:18","D","33,455","-","None",1992
"Tuesday, Aug 18","boxscore","HOU","@","STL","W","7","6","None","53-66","5"," 20.0","Jones","Olivares","Jones","2:53","N","27,329","+","None",1992
"Wednesday, Aug 19","boxscore","HOU","@","STL","L","1","12","None","53-67","5"," 21.0","Cormier","Kile","None","2:37","N","32,201","-","None",1992
"Thursday, Aug 20","boxscore","HOU","@","STL","L","1","3","None","53-68","5"," 21.0","Tewksbury","Henry","Smith","2:07","N","29,780","--","None",1992
"Friday, Aug 21","boxscore","HOU","@","PHI","W","6","1","None","54-68","5"," 20.0","Williams","Ashby","None","2:54","N","20,787","+","None",1992
"Saturday, Aug 22","boxscore","HOU","@","PHI","W","14","9","None","55-68","5"," 20.0","Blair","Hartley","None","3:26","N","22,345","++","None",1992
"Sunday, Aug 23","boxscore","HOU","@","PHI","W","3","1","None","56-68","5"," 19.0","Jones","Schilling","Jones","2:35","D","27,130","+++","None",1992
"Tuesday, Aug 25","boxscore","HOU","None","STL","L","3","5","13","56-69","5"," 19.0","Carpenter","Boever","Smith","4:11","N","10,434","-","None",1992
"Wednesday, Aug 26","boxscore","HOU","None","STL","W-wo","6","5","10","57-69","5"," 18.0","Hernandez","Perez","None","2:58","N","7,850","+","None",1992
"Thursday, Aug 27","boxscore","HOU","None","STL","W","5","1","None","58-69","5"," 17.5","Williams","Osborne","None","2:46","N","8,584","++","None",1992
"Friday, Aug 28","boxscore","HOU","None","MON","W","8","1","None","59-69","4"," 16.5","Harnisch","Gardner","None","2:55","N","10,629","+++","None",1992
"Saturday, Aug 29","boxscore","HOU","None","MON","W","8","2","None","60-69","4"," 16.5","Jones","Barnes","None","3:02","N","16,657","++++","None",1992
"Sunday, Aug 30","boxscore","HOU","None","MON","L","0","4","None","60-70","4"," 16.5","Hill","Kile","None","2:25","D","14,939","-","None",1992
"Monday, Aug 31","boxscore","HOU","None","PHI","W","9","2","None","61-70","4"," 17.0","Henry","Ashby","None","2:44","N","5,945","+","None",1992
"Tuesday, Sep 1","boxscore","HOU","None","PHI","W","5","3","None","62-70","4"," 17.0","Williams","Brantley","Jones","2:47","N","6,334","++","None",1992
"Wednesday, Sep 2","boxscore","HOU","None","PHI","W","3","2","None","63-70","4"," 16.0","Harnisch","Mulholland","Jones","2:30","N","7,828","+++","None",1992
"Friday, Sep 4","boxscore","HOU","@","MON","L","2","5","None","63-71","4"," 15.5","Hill","Jones","Wetteland","2:36","N","25,357","-","None",1992
"Saturday, Sep 5","boxscore","HOU","@","MON","W","5","2","None","64-71","4"," 15.5","Kile","Nabholz","None","2:50","N","28,143","+","None",1992
"Sunday, Sep 6","boxscore","HOU","@","MON","W","3","1","None","65-71","4"," 15.5","Henry","Martinez","Jones","2:51","D","33,311","++","None",1992
"Monday, Sep 7","boxscore","HOU","None","CIN","L","0","10","None","65-72","4"," 16.5","Rijo","Williams","None","3:00","D","10,846","-","None",1992
"Tuesday, Sep 8","boxscore","HOU","None","CIN","W","2","0","None","66-72","4"," 16.5","Harnisch","Hammond","Hernandez","2:29","N","7,196","+","None",1992
"Wednesday, Sep 9","boxscore","HOU","@","SFG","W","6","4","None","67-72","4"," 16.5","Blair","Swift","Hernandez","3:02","N","12,294","++","None",1992
"Thursday, Sep 10","boxscore","HOU","@","SFG","L","2","5","None","67-73","4"," 17.5","Burkett","Bowen","Beck","3:02","D","6,691","-","None",1992
"Friday, Sep 11","boxscore","HOU","None","ATL","L","0","7","None","67-74","4"," 18.5","Smith","Kile","None","2:45","N","13,554","--","None",1992
"Saturday, Sep 12","boxscore","HOU","None","ATL","L","3","9","None","67-75","4"," 19.5","Nied","Williams","None","3:22","N","18,313","---","None",1992
"Sunday, Sep 13","boxscore","HOU","None","ATL","L","2","9","None","67-76","4"," 20.5","Leibrandt","Harnisch","None","3:03","D","14,239","----","None",1992
"Monday, Sep 14","boxscore","HOU","None","SFG","W","5","0","None","68-76","4"," 20.0","Blair","Rogers","Hernandez","2:29","N","7,584","+","None",1992
"Tuesday, Sep 15","boxscore","HOU","None","SFG","W-wo","9","6","11","69-76","4"," 19.0","Jones","Righetti","None","3:36","N","7,331","++","None",1992
"Wednesday, Sep 16","boxscore","HOU","None","SFG","W","3","1","None","70-76","4"," 19.0","Kile","Carter","Boever","2:30","N","10,530","+++","None",1992
"Friday, Sep 18","boxscore","HOU","@","ATL","W","13","3","None","71-76","4"," 17.5","Harnisch","Leibrandt","None","3:48","N","41,677","++++","None",1992
"Saturday, Sep 19","boxscore","HOU","@","ATL","W","3","2","12","72-76","4"," 16.5","Jones","Freeman","None","3:37","N","41,945","+++++","None",1992
"Sunday, Sep 20","boxscore","HOU","@","ATL","L","1","16","None","72-77","4"," 17.5","Avery","Bowen","None","2:44","D","40,493","-","None",1992
"Tuesday, Sep 22","boxscore","HOU","@","CIN","L","3","6","None","72-78","4"," 18.5","Rijo","Scheid","None","2:47","D","None","--","None",1992
"Tuesday, Sep 22","boxscore","HOU","@","CIN","L","3","4","None","72-79","4"," 18.5","Bankhead","Reynolds","Hill","2:43","D","13,732","---","1992-09-21 (Rain)",1992
"Wednesday, Sep 23","boxscore","HOU","@","SDP","W","7","6","None","73-79","4"," 18.5","Jones","Hernandez","None","3:11","N","9,325","+","None",1992
"Thursday, Sep 24","boxscore","HOU","@","SDP","L","1","7","None","73-80","4"," 18.5","Seminara","Blair","None","2:38","D","5,913","-","None",1992
"Friday, Sep 25","boxscore","HOU","@","LAD","W","4","3","None","74-80","4"," 17.5","Portugal","Candelaria","Jones","2:53","N","25,551","+","None",1992
"Saturday, Sep 26","boxscore","HOU","@","LAD","W","5","4","None","75-80","4"," 17.5","Hernandez","Gross","Jones","3:06","D","17,981","++","None",1992
"Sunday, Sep 27","boxscore","HOU","@","LAD","W","4","2","None","76-80","4"," 17.5","Reynolds","Candiotti","Jones","3:03","D","32,596","+++","None",1992
"Tuesday, Sep 29","boxscore","HOU","None","SDP","W-wo","6","5","None","77-80","4"," 17.5","Osuna","Myers","None","3:20","N","14,573","++++","None",1992
"Wednesday, Sep 30","boxscore","HOU","None","SDP","W","5","4","None","78-80","4"," 16.5","Jones","Hernandez","Jones","2:52","N","12,171","+++++","None",1992
"Thursday, Oct 1","boxscore","HOU","None","SDP","L","2","3","None","78-81","4"," 17.5","Harris","Bowen","Myers","3:06","N","10,417","-","None",1992
"Friday, Oct 2","boxscore","HOU","None","LAD","W","6","1","None","79-81","4"," 18.0","Kile","Hershiser","None","2:12","N","9,363","+","None",1992
"Saturday, Oct 3","boxscore","HOU","None","LAD","W-wo","3","2","13","80-81","4"," 18.0","Jones","Crews","None","3:39","N","12,587","++","None",1992
"Sunday, Oct 4","boxscore","HOU","None","LAD","W","3","0","None","81-81","4"," 17.0","Harnisch","Astacio","Jones","1:44","D","16,194","+++","None",1992
"Tuesday, Apr 6","boxscore","HOU","None","PHI","L","3","5","None","0-2","7"," 1.5","Schilling","Swindell","Williams","2:38","N","18,686","--","None",1993
"Wednesday, Apr 7","boxscore","HOU","None","PHI","L","3","6","10","0-3","7"," 2.0","DeLeon","Bell","Williams","3:17","N","16,471","---","None",1993
"Friday, Apr 9","boxscore","HOU","@","NYM","W","7","3","10","1-3","5"," 2.5","Jones","Young","None","2:48","N","21,314","+","None",1993
"Saturday, Apr 10","boxscore","HOU","@","NYM","W","6","3","None","2-3","4"," 1.5","Drabek","Gooden","None","2:36","D","21,419","++","None",1993
"Sunday, Apr 11","boxscore","HOU","@","NYM","W","5","4","None","3-3","2"," 1.5","Swindell","Schourek","Jones","2:47","D","21,856","+++","None",1993
"Tuesday, Apr 13","boxscore","HOU","@","MON","W","9","6","None","4-3","3"," 1.0","Williams","Rojas","None","3:15","D","51,539","++++","None",1993
"Wednesday, Apr 14","boxscore","HOU","@","MON","W","9","5","None","5-3","1"," Tied","Portugal","Gardiner","None","2:54","N","12,345","+++++","None",1993
"Thursday, Apr 15","boxscore","HOU","@","MON","L","1","2","None","5-4","2"," 0.5","Jones","Drabek","Rojas","2:38","D","13,377","-","None",1993
"Friday, Apr 16","boxscore","HOU","None","FLA","W","9","3","None","6-4","2"," 0.5","Swindell","Hough","None","3:03","N","34,579","+","None",1993
"Saturday, Apr 17","boxscore","HOU","None","FLA","L","4","9","None","6-5","2"," 0.5","Armstrong","Williams","None","2:51","N","29,459","-","None",1993
"Sunday, Apr 18","boxscore","HOU","None","FLA","W","3","0","None","7-5","2"," 0.5","Harnisch","Hammond","Jones","2:25","D","22,702","+","None",1993
"Tuesday, Apr 20","boxscore","HOU","@","CHC","L","1","2","None","7-6","2"," 1.5","Harkey","Portugal","Myers","2:47","N","22,946","-","None",1993
"Wednesday, Apr 21","boxscore","HOU","@","CHC","W","2","0","None","8-6","2"," 0.5","Drabek","Morgan","None","2:21","D","22,943","+","None",1993
"Friday, Apr 23","boxscore","HOU","@","PIT","W","4","2","None","9-6","1"," Tied","Swindell","Neagle","Jones","2:39","N","13,487","++","None",1993
"Saturday, Apr 24","boxscore","HOU","@","PIT","W","8","4","None","10-6","1","up 0.5","Hernandez","Candelaria","None","3:08","N","19,498","+++","None",1993
"Sunday, Apr 25","boxscore","HOU","@","PIT","L","2","7","None","10-7","1"," Tied","Tomlin","Portugal","None","2:12","D","15,102","-","None",1993
