"date","boxscore","team","home_or_away","opponent","win_or_loss","runs","runs_allowed","innings","win_loss_record","rank","games_behind","win","loss","save","time","day_or_night","attendance","streak","originally_scheduled","year"
"Saturday, May 10","boxscore","WSN","None","FLA","L","0","11","None","15-22","5"," 7.5","Miller","O'Connor","None","2:55","N","28,663","--","None",2008
"Sunday, May 11","boxscore","WSN","None","FLA","L","4","5","None","15-23","5"," 8.5","Kensing","Ayala","Gregg","2:09","D","25,871","---","None",2008
"Monday, May 12","boxscore","WSN","@","NYM","W","10","4","None","16-23","5"," 7.5","Perez","Figueroa","None","3:15","N","45,321","+","None",2008
"Tuesday, May 13","boxscore","WSN","@","NYM","L","3","6","None","16-24","5"," 7.5","Maine","Lannan","Wagner","2:48","N","46,618","-","None",2008
"Wednesday, May 14","boxscore","WSN","@","NYM","W","5","3","None","17-24","5"," 6.5","Redding","Vargas","Rauch","3:04","N","48,529","+","None",2008
"Thursday, May 15","boxscore","WSN","@","NYM","W","1","0","None","18-24","5"," 6.0","Bergmann","Pelfrey","Rauch","2:22","D","51,769","++","None",2008
"Friday, May 16","boxscore","WSN","@","BAL","L","3","5","None","18-25","5"," 6.0","Olson","Hill","Sherrill","2:33","N","29,266","-","None",2008
"Saturday, May 17","boxscore","WSN","@","BAL","L","5","6","None","18-26","5"," 7.0","Burres","Perez","Sherrill","2:54","N","32,662","--","None",2008
"Sunday, May 18","boxscore","WSN","@","BAL","W","2","1","None","19-26","5"," 6.0","Lannan","Guthrie","Rauch","2:22","D","33,745","+","None",2008
"Monday, May 19","boxscore","WSN","None","PHI","W","4","0","None","20-26","5"," 5.5","Redding","Myers","None","2:34","N","25,394","++","None",2008
"Tuesday, May 20","boxscore","WSN","None","PHI","L","0","1","None","20-27","5"," 6.5","Gordon","Rauch","Lidge","2:32","N","28,105","-","None",2008
"Wednesday, May 21","boxscore","WSN","None","PHI","L","2","12","None","20-28","5"," 7.5","Moyer","Chico","Condrey","2:58","N","28,055","--","None",2008
"Friday, May 23","boxscore","WSN","None","MIL","W","5","1","None","21-28","5"," 7.0","Sanches","Suppan","None","2:42","N","28,007","+","None",2008
"Saturday, May 24","boxscore","WSN","None","MIL","L","2","5","None","21-29","5"," 7.5","McClung","Lannan","Torres","2:43","N","30,029","-","None",2008
"Sunday, May 25","boxscore","WSN","None","MIL","W-wo","7","6","None","22-29","5"," 8.0","Rauch","Mota","None","3:08","D","35,567","+","None",2008
"Monday, May 26","boxscore","WSN","None","MIL","L","3","4","11","22-30","5"," 9.0","Villanueva","Rivera","Torres","3:14","D","28,552","-","None",2008
"Tuesday, May 27","boxscore","WSN","@","SDP","L","2","4","None","22-31","5"," 9.0","Bell","Manning","Hoffman","2:38","N","18,774","--","None",2008
"Wednesday, May 28","boxscore","WSN","@","SDP","W","6","4","None","23-31","5"," 8.0","Perez","Estes","Rauch","2:43","N","19,201","+","None",2008
"Thursday, May 29","boxscore","WSN","@","SDP","L","2","5","None","23-32","5"," 8.5","Bell","Rivera","Hoffman","2:36","D","25,021","-","None",2008
"Friday, May 30","boxscore","WSN","@","ARI","W","7","4","None","24-32","5"," 8.0","Hanrahan","Owings","Rauch","2:42","N","25,391","+","None",2008
"Saturday, May 31","boxscore","WSN","@","ARI","L","0","4","None","24-33","5"," 8.5","Webb","Bergmann","None","1:52","N","38,507","-","None",2008
"Sunday, Jun 1","boxscore","WSN","@","ARI","L","0","5","None","24-34","5"," 9.0","Haren","Hill","None","2:20","D","28,249","--","None",2008
"Tuesday, Jun 3","boxscore","WSN","None","STL","L","1","6","None","24-35","5"," 10.5","Lohse","Perez","None","2:27","N","26,875","---","None",2008
"Thursday, Jun 5","boxscore","WSN","None","STL","L","1","4","None","24-36","5"," 10.5","Wellemeyer","Lannan","Franklin","2:43","D","27,264","----","None",2008
"Thursday, Jun 5","boxscore","WSN","None","STL","W-wo","10","9","10","25-36","5"," 10.5","Sanches","Franklin","None","3:08","N","32,357","+","2008-06-04 (Rain)",2008
"Friday, Jun 6","boxscore","WSN","None","SFG","L","1","10","None","25-37","5"," 11.5","Lincecum","Bergmann","None","2:43","N","25,987","-","None",2008
"Saturday, Jun 7","boxscore","WSN","None","SFG","L","0","6","None","25-38","5"," 12.5","Sanchez","Hill","None","2:19","N","30,652","--","None",2008
"Sunday, Jun 8","boxscore","WSN","None","SFG","L","3","6","None","25-39","5"," 13.5","Zito","Mock","Wilson","2:57","D","30,224","---","None",2008
"Monday, Jun 9","boxscore","WSN","None","SFG","L","2","3","None","25-40","5"," 14.0","Cain","Clippard","Wilson","3:06","N","26,209","----","None",2008
"Tuesday, Jun 10","boxscore","WSN","@","PIT","W","7","6","None","26-40","5"," 13.0","Hanrahan","Capps","Rauch","2:38","N","12,957","+","None",2008
"Wednesday, Jun 11","boxscore","WSN","@","PIT","L","1","3","None","26-41","5"," 13.0","Snell","Lannan","Capps","2:39","N","15,439","-","None",2008
"Thursday, Jun 12","boxscore","WSN","@","PIT","L","5","7","None","26-42","5"," 14.0","Gorzelanny","Bergmann","Marte","2:59","D","16,306","--","None",2008
"Friday, Jun 13","boxscore","WSN","@","SEA","W","7","6","None","27-42","5"," 14.0","Hill","Dickey","Rauch","3:01","N","35,941","+","None",2008
"Saturday, Jun 14","boxscore","WSN","@","SEA","W","5","2","None","28-42","5"," 13.0","Clippard","Batista","Rauch","2:49","N","32,145","++","None",2008
"Sunday, Jun 15","boxscore","WSN","@","SEA","W","6","2","None","29-42","5"," 12.0","Colome","Lowe","None","2:52","D","38,548","+++","None",2008
"Tuesday, Jun 17","boxscore","WSN","@","MIN","L","1","2","None","29-43","5"," 12.5","Hernandez","Lannan","Nathan","1:59","N","20,920","-","None",2008
"Wednesday, Jun 18","boxscore","WSN","@","MIN","L","2","11","None","29-44","5"," 12.5","Slowey","Bergmann","None","2:52","N","23,841","--","None",2008
"Thursday, Jun 19","boxscore","WSN","@","MIN","L","3","9","None","29-45","5"," 13.0","Perkins","Hill","None","2:39","D","24,793","---","None",2008
"Friday, Jun 20","boxscore","WSN","None","TEX","W-wo","4","3","14","30-45","5"," 12.0","Hanrahan","Wright","None","4:10","N","30,359","+","None",2008
"Saturday, Jun 21","boxscore","WSN","None","TEX","L","3","13","None","30-46","5"," 12.0","Gabbard","Mock","Mendoza","3:18","N","32,975","-","None",2008
"Sunday, Jun 22","boxscore","WSN","None","TEX","L","3","5","None","30-47","5"," 12.0","Padilla","Ayala","Wilson","2:48","D","32,690","--","None",2008
"Monday, Jun 23","boxscore","WSN","None","LAA","L","2","3","None","30-48","5"," 12.5","Lackey","Rivera","Rodriguez","2:12","N","24,805","---","None",2008
"Tuesday, Jun 24","boxscore","WSN","None","LAA","L","3","8","None","30-49","5"," 12.5","Garland","Hill","None","2:36","N","28,531","----","None",2008
"Wednesday, Jun 25","boxscore","WSN","None","LAA","W-wo","5","4","None","31-49","5"," 12.5","Rauch","Shields","None","2:41","N","29,180","+","None",2008
"Friday, Jun 27","boxscore","WSN","None","BAL","W","4","2","None","32-49","5"," 11.0","Hanrahan","Cabrera","Rauch","2:49","N","35,830","++","None",2008
"Saturday, Jun 28","boxscore","WSN","None","BAL","L","1","9","None","32-50","5"," 12.0","Olson","Lannan","Cormier","2:49","N","39,479","-","None",2008
"Sunday, Jun 29","boxscore","WSN","None","BAL","W-wo","3","2","12","33-50","5"," 11.0","Hanrahan","Sherrill","None","3:16","D","39,824","+","None",2008
"Monday, Jun 30","boxscore","WSN","@","FLA","L-wo","5","6","10","33-51","5"," 11.5","Gregg","Rauch","None","3:24","N","10,888","-","None",2008
"Tuesday, Jul 1","boxscore","WSN","@","FLA","W","9","6","None","34-51","5"," 11.5","Balester","Hendrickson","Rauch","3:10","N","12,166","+","None",2008
"Wednesday, Jul 2","boxscore","WSN","@","FLA","L","2","4","None","34-52","5"," 12.5","Nolasco","Manning","Gregg","2:16","D","23,624","-","None",2008
"Thursday, Jul 3","boxscore","WSN","@","CIN","L","3","5","None","34-53","5"," 13.5","Cueto","Colome","Cordero","2:24","N","23,259","--","None",2008
"Friday, Jul 4","boxscore","WSN","@","CIN","L","0","3","None","34-54","5"," 14.5","Arroyo","Bergmann","Cordero","2:22","D","22,626","---","None",2008
"Saturday, Jul 5","boxscore","WSN","@","CIN","L-wo","2","3","None","34-55","5"," 14.5","Cordero","Hanrahan","None","3:00","N","37,121","----","None",2008
"Sunday, Jul 6","boxscore","WSN","@","CIN","L","5","6","None","34-56","5"," 14.5","Volquez","Balester","Cordero","2:56","D","28,814","-----","None",2008
"Tuesday, Jul 8","boxscore","WSN","None","ARI","L","0","2","None","34-57","5"," 14.0","Webb","Perez","Lyon","2:39","N","26,820","------","None",2008
"Wednesday, Jul 9","boxscore","WSN","None","ARI","W","5","0","None","35-57","5"," 14.0","Lannan","Owings","None","2:24","N","25,862","+","None",2008
"Thursday, Jul 10","boxscore","WSN","None","ARI","L","5","7","11","35-58","5"," 15.0","Qualls","Ayala","None","3:27","N","27,330","-","None",2008
"Friday, Jul 11","boxscore","WSN","None","HOU","W","10","0","None","36-58","5"," 15.0","Redding","Paronto","Shell","2:47","N","33,653","+","None",2008
"Saturday, Jul 12","boxscore","WSN","None","HOU","L","4","6","None","36-59","5"," 15.0","Rodriguez","Balester","Valverde","2:37","N","30,682","-","None",2008
"Sunday, Jul 13","boxscore","WSN","None","HOU","L","0","5","None","36-60","5"," 16.0","Backe","Perez","None","2:55","D","31,463","--","None",2008
"Friday, Jul 18","boxscore","WSN","@","ATL","L","6","7","None","36-61","5"," 17.0","Hudson","Redding","Gonzalez","2:32","N","39,861","---","None",2008
"Saturday, Jul 19","boxscore","WSN","@","ATL","W","8","2","None","37-61","5"," 16.0","Lannan","Jurrjens","None","2:46","N","43,285","+","None",2008
"Sunday, Jul 20","boxscore","WSN","@","ATL","W","15","6","None","38-61","5"," 15.0","Perez","Reyes","None","3:25","D","29,320","++","None",2008
"Tuesday, Jul 22","boxscore","WSN","@","SFG","L","3","6","None","38-62","5"," 16.0","Zito","Bergmann","Wilson","2:37","N","34,813","-","None",2008
"Wednesday, Jul 23","boxscore","WSN","@","SFG","L","4","6","None","38-63","5"," 16.0","Espineli","Ayala","Wilson","2:47","N","35,539","--","None",2008
"Thursday, Jul 24","boxscore","WSN","@","SFG","L","0","1","None","38-64","5"," 17.0","Cain","Redding","None","2:00","D","36,963","---","None",2008
"Friday, Jul 25","boxscore","WSN","@","LAD","L","2","3","None","38-65","5"," 18.0","Billingsley","Lannan","Broxton","2:16","N","47,313","----","None",2008
"Saturday, Jul 26","boxscore","WSN","@","LAD","L","0","6","None","38-66","5"," 18.0","Lowe","Perez","None","2:17","N","42,122","-----","None",2008
"Sunday, Jul 27","boxscore","WSN","@","LAD","L","0","2","None","38-67","5"," 19.0","Kershaw","Bergmann","Broxton","2:25","D","38,660","------","None",2008
"Tuesday, Jul 29","boxscore","WSN","None","PHI","L","1","2","None","38-68","5"," 19.5","Myers","Balester","Lidge","2:27","N","34,039","-------","None",2008
"Wednesday, Jul 30","boxscore","WSN","None","PHI","L","5","8","None","38-69","5"," 20.0","Moyer","Redding","Lidge","2:49","N","31,798","--------","None",2008
"Thursday, Jul 31","boxscore","WSN","None","PHI","L","4","8","None","38-70","5"," 21.0","Kendrick","Lannan","None","2:53","N","31,658","---------","None",2008
"Friday, Aug 1","boxscore","WSN","None","CIN","W","5","2","None","39-70","5"," 20.0","Perez","Bailey","None","2:26","N","30,572","+","None",2008
"Saturday, Aug 2","boxscore","WSN","None","CIN","W","10","6","None","40-70","5"," 20.0","Manning","Lincoln","None","2:46","N","30,970","++","None",2008
"Sunday, Aug 3","boxscore","WSN","None","CIN","W","4","2","None","41-70","5"," 20.0","Balester","Cueto","Hanrahan","2:27","D","32,939","+++","None",2008
"Monday, Aug 4","boxscore","WSN","@","COL","W","9","4","None","42-70","5"," 19.5","Redding","Cook","None","3:08","N","33,143","++++","None",2008
"Tuesday, Aug 5","boxscore","WSN","@","COL","L","2","8","None","42-71","5"," 19.5","Corpas","Ayala","None","2:34","N","27,483","-","None",2008
"Thursday, Aug 7","boxscore","WSN","@","COL","W","6","3","None","43-71","5"," 18.5","Bergmann","Francis","Hanrahan","2:35","D","None","+","None",2008
"Thursday, Aug 7","boxscore","WSN","@","COL","W","6","3","None","44-71","5"," 18.5","Perez","Jimenez","Hanrahan","2:46","D","30,448","++","2008-08-06 (Rain)",2008
"Friday, Aug 8","boxscore","WSN","@","MIL","L","0","5","None","44-72","5"," 18.5","Sabathia","Balester","None","2:25","N","43,209","-","None",2008
"Saturday, Aug 9","boxscore","WSN","@","MIL","L","0","6","None","44-73","5"," 19.5","Sheets","Redding","None","2:18","N","42,974","--","None",2008
"Sunday, Aug 10","boxscore","WSN","@","MIL","L-wo","4","5","13","44-74","5"," 20.5","Mota","Ayala","None","4:09","D","42,423","---","None",2008
"Monday, Aug 11","boxscore","WSN","@","MIL","L","1","7","None","44-75","5"," 20.5","Bush","Mock","None","2:57","D","42,196","----","None",2008
"Tuesday, Aug 12","boxscore","WSN","None","NYM","L","3","4","None","44-76","5"," 20.5","Santana","Rivera","Feliciano","2:57","N","32,186","-----","None",2008
"Wednesday, Aug 13","boxscore","WSN","None","NYM","L","0","12","None","44-77","5"," 20.5","Maine","Bergmann","Stokes","2:52","N","30,814","------","None",2008
"Thursday, Aug 14","boxscore","WSN","None","NYM","L","3","9","None","44-78","5"," 21.5","Perez","Balester","None","2:43","N","31,058","-------","None",2008
"Friday, Aug 15","boxscore","WSN","None","COL","L","3","4","None","44-79","5"," 22.5","De La Rosa","Redding","Fuentes","2:46","N","27,965","--------","None",2008
"Saturday, Aug 16","boxscore","WSN","None","COL","L","6","13","None","44-80","5"," 23.5","Hernandez","Lannan","None","2:56","N","28,909","---------","None",2008
"Sunday, Aug 17","boxscore","WSN","None","COL","L","2","7","None","44-81","5"," 24.5","Cook","Perez","None","3:00","D","31,467","----------","None",2008
"Tuesday, Aug 19","boxscore","WSN","@","PHI","L","4","5","None","44-82","5"," 25.0","Madson","Shell","Lidge","2:31","N","44,143","-----------","None",2008
"Wednesday, Aug 20","boxscore","WSN","@","PHI","L","0","4","None","44-83","5"," 26.0","Myers","Balester","None","2:14","N","45,166","------------","None",2008
"Thursday, Aug 21","boxscore","WSN","@","PHI","W","4","3","None","45-83","5"," 26.0","Rivera","Madson","Hanrahan","2:57","N","41,568","+","None",2008
"Friday, Aug 22","boxscore","WSN","@","CHC","W","13","5","None","46-83","5"," 26.0","Lannan","Cotts","None","2:47","D","40,513","++","None",2008
"Saturday, Aug 23","boxscore","WSN","@","CHC","L","2","9","None","46-84","5"," 26.0","Dempster","Perez","None","2:47","D","40,708","-","None",2008
"Sunday, Aug 24","boxscore","WSN","@","CHC","L","1","6","None","46-85","5"," 26.0","Harden","Bergmann","None","2:22","D","40,682","--","None",2008
"Tuesday, Aug 26","boxscore","WSN","None","LAD","W","2","1","None","47-85","5"," 26.0","Balester","Lowe","Hanrahan","2:36","N","26,110","+","None",2008
"Wednesday, Aug 27","boxscore","WSN","None","LAD","W","5","4","None","48-85","5"," 25.5","Redding","Maddux","Hanrahan","2:57","N","22,907","++","None",2008
"Thursday, Aug 28","boxscore","WSN","None","LAD","W","11","2","None","49-85","5"," 25.0","Lannan","Kershaw","None","2:55","N","26,338","+++","None",2008
"Friday, Aug 29","boxscore","WSN","None","ATL","W","7","3","None","50-85","5"," 25.0","Perez","Campillo","Hanrahan","2:59","N","22,737","++++","None",2008
"Saturday, Aug 30","boxscore","WSN","None","ATL","W-wo","9","8","10","51-85","5"," 24.0","Shell","Nunez","None","3:46","N","30,326","+++++","None",2008
"Sunday, Aug 31","boxscore","WSN","None","ATL","W","8","4","None","52-85","5"," 24.0","Mock","Dessens","None","2:48","D","31,090","++++++","None",2008
"Monday, Sep 1","boxscore","WSN","None","PHI","W","7","4","None","53-85","5"," 24.0","Redding","Kendrick","None","3:13","D","28,393","+++++++","None",2008
"Tuesday, Sep 2","boxscore","WSN","None","PHI","L","0","4","None","53-86","5"," 25.0","Hamels","Lannan","None","2:43","N","23,150","-","None",2008
"Wednesday, Sep 3","boxscore","WSN","None","PHI","W","9","7","None","54-86","5"," 25.0","Rivera","Durbin","None","3:23","N","23,122","+","None",2008
"Thursday, Sep 4","boxscore","WSN","@","ATL","L","0","2","None","54-87","5"," 25.5","Parr","Martis","Gonzalez","2:31","N","18,708","-","None",2008
"Friday, Sep 5","boxscore","WSN","@","ATL","L","5","10","None","54-88","5"," 25.5","Jurrjens","Bergmann","None","2:55","N","25,064","--","None",2008
"Saturday, Sep 6","boxscore","WSN","@","ATL","W","8","5","10","55-88","5"," 25.0","Hanrahan","Gonzalez","Shell","2:53","N","34,369","+","None",2008
"Sunday, Sep 7","boxscore","WSN","@","ATL","W","7","4","14","56-88","5"," 24.5","Shell","Bennett","Hanrahan","4:34","D","30,753","++","None",2008
"Tuesday, Sep 9","boxscore","WSN","@","NYM","L","8","10","None","56-89","5"," 25.5","Smith","Manning","Ayala","3:16","N","50,382","-","None",2008
"Wednesday, Sep 10","boxscore","WSN","@","NYM","L","10","13","None","56-90","5"," 26.5","Smith","Rivera","Ayala","3:24","N","52,431","--","None",2008
"Friday, Sep 12","boxscore","WSN","@","FLA","L","1","2","None","56-91","5"," 27.0","Olsen","Martis","Lindstrom","2:39","N","12,121","---","None",2008
"Saturday, Sep 13","boxscore","WSN","@","FLA","L","2","4","None","56-92","5"," 27.5","Johnson","Redding","Lindstrom","2:21","N","16,307","----","None",2008
"Sunday, Sep 14","boxscore","WSN","@","FLA","L","7","8","None","56-93","5"," 27.5","Miller","Shell","Rhodes","2:58","D","12,024","-----","None",2008
"Monday, Sep 15","boxscore","WSN","None","NYM","W","7","2","None","57-93","5"," 26.5","Lannan","Martinez","None","2:42","N","21,759","+","None",2008
"Tuesday, Sep 16","boxscore","WSN","None","NYM","W","1","0","None","58-93","5"," 26.0","Perez","Pelfrey","Hanrahan","2:38","N","24,997","++","None",2008
"Wednesday, Sep 17","boxscore","WSN","None","NYM","L","7","9","None","58-94","5"," 27.0","Knight","Martis","Ayala","3:13","N","25,019","-","None",2008
"Thursday, Sep 18","boxscore","WSN","None","NYM","L","2","7","None","58-95","5"," 28.0","Santana","Redding","None","2:45","N","25,426","--","None",2008
"Friday, Sep 19","boxscore","WSN","None","SDP","L","6","11","14","58-96","5"," 28.5","Hampson","Speigner","None","5:00","N","28,600","---","None",2008
"Saturday, Sep 20","boxscore","WSN","None","SDP","L","1","6","None","58-97","5"," 29.0","Young","Lannan","None","2:36","N","27,474","----","None",2008
"Sunday, Sep 21","boxscore","WSN","None","SDP","L","2","6","None","58-98","5"," 30.0","Baek","Perez","None","2:40","D","29,608","-----","None",2008
"Tuesday, Sep 23","boxscore","WSN","None","FLA","W","9","4","None","59-98","5"," 29.5","Martis","Olsen","None","2:54","N","20,657","+","None",2008
"Wednesday, Sep 24","boxscore","WSN","None","FLA","L","4","9","None","59-99","5"," 29.5","Johnson","Redding","None","3:16","N","23,299","-","None",2008
"Friday, Sep 26","boxscore","WSN","@","PHI","L","4","8","None","59-100","5"," 30.5","Blanton","Balester","None","2:48","N","44,145","--","None",2008
"Saturday, Sep 27","boxscore","WSN","@","PHI","L","3","4","None","59-101","5"," 31.5","Moyer","Lannan","Lidge","2:44","D","45,177","---","None",2008
"Sunday, Sep 28","boxscore","WSN","@","PHI","L","3","8","None","59-102","5"," 32.5","Walrond","Perez","None","2:39","D","44,945","----","None",2008
"Tuesday, Apr 7","boxscore","WSN","@","FLA","L","3","8","None","0-2","4","2","Johnson","Olsen","None","2:40","N","11,124","--","None",2009
"Wednesday, Apr 8","boxscore","WSN","@","FLA","L","4","6","None","0-3","5","3","Volstad","Cabrera","Lindstrom","3:01","D","13,308","---","None",2009
"Friday, Apr 10","boxscore","WSN","@","ATL","L-wo","5","6","10","0-4","5","4","Campillo","Beimel","None","3:58","N","48,327","----","None",2009
"Saturday, Apr 11","boxscore","WSN","@","ATL","L","3","5","None","0-5","5","4","Kawakami","Lannan","Gonzalez","2:33","N","34,325","-----","None",2009
"Sunday, Apr 12","boxscore","WSN","@","ATL","L","5","8","None","0-6","5","5","Jurrjens","Olsen","Soriano","2:47","D","19,873","------","None",2009
"Monday, Apr 13","boxscore","WSN","None","PHI","L","8","9","None","0-7","5","5.5","Moyer","Rivera","Lidge","2:58","D","40,386","-------","None",2009
"Thursday, Apr 16","boxscore","WSN","None","PHI","W","8","2","None","1-7","5","6.5","Martis","Blanton","None","2:32","N","20,494","+","None",2009
"Friday, Apr 17","boxscore","WSN","None","FLA","L","2","3","10","1-8","5","7.5","Oviedo","Rivera","Lindstrom","3:39","N","19,026","-","None",2009
"Saturday, Apr 18","boxscore","WSN","None","FLA","L","6","9","11","1-9","5","8.5","Calero","Tavarez","None","3:37","D","19,864","--","None",2009
"Sunday, Apr 19","boxscore","WSN","None","FLA","L","4","7","None","1-10","5","9.5","Oviedo","Rivera","Lindstrom","3:33","D","16,974","---","None",2009
"Monday, Apr 20","boxscore","WSN","None","ATL","W","3","2","None","2-10","5","8.5","Zimmermann","Lowe","Hanrahan","2:24","N","12,473","+","None",2009
"Tuesday, Apr 21","boxscore","WSN","None","ATL","W","4","3","None","3-10","5","7.5","Martis","Kawakami","Hanrahan","2:47","N","15,439","++","None",2009
"Wednesday, Apr 22","boxscore","WSN","None","ATL","L","0","1","None","3-11","5","7.5","Gonzalez","Mock","Soriano","2:30","N","15,567","-","None",2009
"Friday, Apr 24","boxscore","WSN","@","NYM","L","3","4","None","3-12","5","7.5","Santana","Olsen","Rodriguez","3:07","N","40,522","--","None",2009
"Saturday, Apr 25","boxscore","WSN","@","NYM","L","2","8","None","3-13","5","7.5","Pelfrey","Cabrera","None","2:53","D","39,960","---","None",2009
"Sunday, Apr 26","boxscore","WSN","@","NYM","W","8","1","None","4-13","5","6.5","Zimmermann","Perez","None","2:52","D","40,023","+","None",2009
"Monday, Apr 27","boxscore","WSN","@","PHI","L","11","13","None","4-14","5","6.5","Happ","Hanrahan","Madson","3:22","N","41,620","-","None",2009
"Tuesday, Apr 28","boxscore","WSN","@","PHI","L","1","7","None","4-15","5","7.5","Durbin","Lannan","None","2:15","N","43,930","--","None",2009
"Wednesday, Apr 29","boxscore","WSN","@","PHI","W","4","1","None","5-15","5","7.5","Olsen","Myers","Tavarez","3:10","N","36,351","+","None",2009
"Thursday, Apr 30","boxscore","WSN","None","STL","L","4","9","None","5-16","5","8.5","Perez","Tavarez","None","3:18","N","18,007","-","None",2009
"Friday, May 1","boxscore","WSN","None","STL","L","2","6","None","5-17","5","8.5","Wellemeyer","Zimmermann","None","2:31","N","20,697","--","None",2009
"Saturday, May 2","boxscore","WSN","None","STL","W","6","1","None","6-17","5","7.5","Martis","Pineiro","None","2:07","D","19,950","+","None",2009
"Monday, May 4","boxscore","WSN","None","HOU","W","9","4","None","7-17","5","7","Lannan","Wright","None","3:05","N","14,115","++","None",2009
"Tuesday, May 5","boxscore","WSN","None","HOU","W-wo","11","10","11","8-17","5","6.5","Hanrahan","Hawkins","None","3:53","D","19,328","+++","None",2009
"Wednesday, May 6","boxscore","WSN","@","LAD","L","3","10","None","8-18","5","6.5","Kershaw","Cabrera","None","3:04","N","31,348","-","None",2009
"Thursday, May 7","boxscore","WSN","@","LAD","W","11","9","None","9-18","5","5.5","Villone","Wade","None","3:35","N","37,074","+","None",2009
"Friday, May 8","boxscore","WSN","@","ARI","W","5","4","None","10-18","5","5.5","Martis","Petit","Wells","2:52","N","28,640","++","None",2009
"Saturday, May 9","boxscore","WSN","@","ARI","W","2","1","None","11-18","5","5","Lannan","Davis","Hanrahan","3:08","N","27,233","+++","None",2009
"Sunday, May 10","boxscore","WSN","@","ARI","L","8","10","None","11-19","5","6","Vasquez","Kensing","Qualls","3:52","D","25,086","-","None",2009
"Monday, May 11","boxscore","WSN","@","SFG","L","7","11","None","11-20","5","6","Johnson","Cabrera","Wilson","3:10","N","23,934","--","None",2009
"Tuesday, May 12","boxscore","WSN","@","SFG","L-wo","7","9","None","11-21","5","7","Medders","Beimel","None","2:51","N","25,701","---","None",2009
"Wednesday, May 13","boxscore","WSN","@","SFG","W","6","3","None","12-21","5","6","Martis","Zito","Wells","3:01","D","30,120","+","None",2009
"Friday, May 15","boxscore","WSN","None","PHI","L","6","10","12","12-22","5","7.5","Happ","Wells","None","4:31","N","23,430","-","None",2009
"Saturday, May 16","boxscore","WSN","None","PHI","L","5","8","None","12-23","5","9","Myers","Olsen","Lidge","2:36","D","19,910","--","None",2009
"Saturday, May 16","boxscore","WSN","None","PHI","L","5","7","5","12-24","5","9","Carpenter","Cabrera","Condrey","2:16","N","23,896","---","2009-04-15 (Rain)",2009
"Sunday, May 17","boxscore","WSN","None","PHI","L","6","8","None","12-25","5","9","Escalona","Tavarez","Lidge","3:30","D","29,577","----","None",2009
"Monday, May 18","boxscore","WSN","None","PIT","L","7","12","None","12-26","5","9","Ohlendorf","Mock","None","3:30","N","14,549","-----","None",2009
"Tuesday, May 19","boxscore","WSN","None","PIT","L","5","8","10","12-27","5","10","Gorzelanny","Beimel","None","3:07","N","18,579","------","None",2009
"Wednesday, May 20","boxscore","WSN","None","PIT","L","1","2","None","12-28","5","10","Grabow","Hanrahan","Capps","2:51","N","17,854","-------","None",2009
"Thursday, May 21","boxscore","WSN","None","PIT","W","5","4","None","13-28","5","10","Tavarez","Gorzelanny","Hanrahan","2:24","N","17,816","+","None",2009
"Friday, May 22","boxscore","WSN","None","BAL","L","2","4","12","13-29","5","11","Baez","Wells","Sherrill","3:06","N","22,556","-","None",2009
"Saturday, May 23","boxscore","WSN","None","BAL","L","1","2","None","13-30","5","11","Bass","Tavarez","Sherrill","2:31","N","31,833","--","None",2009
"Sunday, May 24","boxscore","WSN","None","BAL","W","8","5","None","14-30","5","11","Villone","Ray","Hanrahan","2:36","D","30,880","+","None",2009
"Monday, May 25","boxscore","WSN","@","NYM","L","2","5","None","14-31","5","11","Maine","Lannan","Rodriguez","3:20","N","41,103","-","None",2009
"Tuesday, May 26","boxscore","WSN","@","NYM","L","1","6","None","14-32","5","12","Hernandez","Stammen","None","2:40","N","39,376","--","None",2009
"Wednesday, May 27","boxscore","WSN","@","NYM","L","4","7","None","14-33","5","12.5","Santana","Zimmermann","None","3:21","N","40,171","---","None",2009
"Friday, May 29","boxscore","WSN","@","PHI","L","4","5","None","14-34","5","13.5","Happ","Detwiler","Lidge","3:00","N","45,202","----","None",2009
"Saturday, May 30","boxscore","WSN","@","PHI","L","6","9","None","14-35","5","14","Hamels","Martis","Lidge","3:09","N","45,121","-----","None",2009
"Sunday, May 31","boxscore","WSN","@","PHI","L","2","4","None","14-36","5","15","Moyer","Lannan","Lidge","2:32","D","45,239","------","None",2009
"Tuesday, Jun 2","boxscore","WSN","None","SFG","W","10","6","None","15-36","5","15.5","Villone","Howry","None","3:03","N","17,331","+","None",2009
"Thursday, Jun 4","boxscore","WSN","None","SFG","L","1","5","None","15-37","5","17.5","Johnson","Zimmermann","Wilson","2:30","N","None","-","None",2009
"Thursday, Jun 4","boxscore","WSN","None","SFG","L","1","4","6","15-38","5","17.5","Cain","Detwiler","None","1:37","N","16,787","--","2009-06-03 (Rain)",2009
"Friday, Jun 5","boxscore","WSN","None","NYM","L","1","3","10","15-39","5","17.5","Green","Hanrahan","Rodriguez","3:18","N","20,353","---","None",2009
"Saturday, Jun 6","boxscore","WSN","None","NYM","W","7","1","None","16-39","5","16.5","Lannan","Maine","None","2:00","N","31,456","+","None",2009
"Sunday, Jun 7","boxscore","WSN","None","NYM","L","0","7","None","16-40","5","17.5","Hernandez","Stammen","None","2:48","D","31,841","-","None",2009
